cluster_name,total_mentions,distinct_calls,confidence,safety_nonsafety_bleed,has_deployment_blocker,evidence_source,member_labels,evidence_sample
pit parking duration monitoring at inbound docks,1,1,MEDIUM,False,False,mixed,pit parking duration monitoring at inbound docks,"Nico Blaine: So, the parking duration, Rob, popped up recently that we haven't seen and it was during the working time. | Alex Carver: I can tell the idea was dock levelers. We don't want damaging the dock levelers. | Alex Carver: Our rule is set up for 60 seconds. | Quinn Tobin: Maybe set for tens "
no pedestrian zones enforcement inside warehouse,1,1,MEDIUM,False,False,mixed,no pedestrian zones enforcement inside warehouse,"Shawn Abbott: Yeah, so, we could do, you know, on certain things, like no pedestrian zones, this is where I was getting into, like, that area controls | Bellamy Warren: Just to reiterate on my side, on the bookmarks, I've been mostly checking up on the no stop at and the vials and the no pedestrian "
monitor improper pit parking duration at central crossway and enforce policy,1,1,MEDIUM,False,False,mixed,monitor improper pit parking duration at central crossway and enforce policy,"Kendall Keller: The one area I wanted to highlight with you was parking duration, because that saw a pretty sharp increase this past month. | Kendall Keller: And it looks like, you know, far and away, the central crossway is the top offender. | Hollis Bishop: No, they're not supposed to. | Hollis Bi"
ehs management software adoption,1,1,MEDIUM,False,False,customer,ehs management software adoption,Unknown: It sounds like a lot of the stuff we had on hold that would have been ancillary and not necessarily productivity-related is going to be back on the table. | Unknown: So I had been on hold for an EHS management software.
near miss capture to support pre shift coaching and daily safety huddles,1,1,MEDIUM,False,False,mixed,near miss capture to support pre shift coaching and daily safety huddles,Ari Foster: we've really ramped up doing them on a daily basis with our warehouse group where each morning we do a daily safety huddle. | Hollis Sawyer: nobody's going to report anything here because nobody saw anything. | Hollis Sawyer: So we almost had a broken ankle or potential worse than that i
assign and track safety follow ups with actions,1,1,MEDIUM,False,False,mixed,assign and track safety follow ups with actions,Shawn Abbott: I wanted to walk you guys through this new Actions workflow that we released. | Shawn Abbott: let's just put sort of revisit process for loading totes. | Shawn Abbott: I could add you as a subscriber. | Shawn Abbott: I could put a due date here. | Kendall Bennett: So when I click on th
detect safety glasses ppe presence,1,1,MEDIUM,False,False,mixed,detect safety glasses ppe presence,"Kit Peyton: We wanted to ask, does the system, could the system check for glasses? | Kit Peyton: No, you're like safety glasses? | Kit Peyton: I know it probably wouldn't, yeah, wouldn't differ, it wouldn't, I know it'd be hard for it to tell whether prescription or safety glasses, but just glasses "
distracted operation cell phone use detection and coaching,1,1,MEDIUM,False,False,mixed,distracted operation cell phone use detection and coaching,"Dakota Kendrick: I know we highlighted a video that someone was using their cell phone, like, not stopping at the end of the line. | Jesse Sloane: that person, yeah, we had a one-on-one, definitely, about that one."
intersection and end of aisle stop compliance,1,1,MEDIUM,False,False,mixed,intersection and end of aisle stop compliance,"Hollis Sawyer: Let's draw the zones for no stop and end of aisle. | Sloane Collins: They should be stopping, slowing, honking their horns."
early issue detection for downtime prevention,1,1,MEDIUM,False,False,customer,early issue detection for downtime prevention,Tristan Locke: They can identify where different rollers are behaving a bit differently than expected. | Tristan Locke: Early detection for downtime events.
broaden platform engagement via role based access and targeted boards,1,1,MEDIUM,False,False,mixed,broaden platform engagement via role based access and targeted boards,"Hollis Sawyer: We've got six, eight, ten people with login that can come in, can make an observation, can give a positive comment, can maybe provide some insights on what they're seeing. | Eden Quill: We now have a contributor role where they're only seeing what you guys want them to see. | Eden Qui"
address pit parking duration impacting aisle flow at central crossway,1,1,MEDIUM,False,False,mixed,address pit parking duration impacting aisle flow at central crossway,"Kendall Keller: The one area I wanted to highlight with you was parking duration, because that saw a pretty sharp increase this past month. | Kendall Keller: And it looks like, you know, far and away, the central crossway is the top offender. | Hollis Bishop: No, they're not supposed to. | Hollis Bi"
data driven targeting of safety observations using heat maps and time of day trends,1,1,MEDIUM,False,False,mixed,data driven targeting of safety observations using heat maps and time of day trends,"Quinn Madden: the beauty of a heat map is rather than having to watch video from this entire area, the heat map is actually interactive when you're in the platform, which means you'll see little red dots that allow you to click into that hot spot. | Charlie Kingsley: maybe I go spend some time on th"
evaluate value using claims and injury trends,1,1,MEDIUM,False,False,mixed,evaluate value using claims and injury trends,"Sage Abbott: That was one of the things that Doug wanted to get a better handle on. | Sage Abbott: an average work comp claim is about REDACTED to REDACTED. | Sage Abbott: And if we were to prevent a few injuries, at least with Plant City, it pays for itself | Hollis Sawyer: on average, REDACTED per"
longer term commercial options,1,1,MEDIUM,False,False,mixed,longer term commercial options,Teagan Monroe: Leadership is putting a lot more pressure on us to show clear value for anything we buy right now. | Shawn Abbott: We have a few ideas that could make the arrangement easier for the team to manage. | Shawn Abbott: We also talked about a longer-duration option with adjusted terms and a
loading dock driver confinement monitoring,1,1,MEDIUM,False,False,customer,loading dock driver confinement monitoring,Alden Carver: we're trying really hard to get the drivers of these trucks to cooperate and stand in one area and not venture off or wander off. And it's been an issue. So if we could kind of almost pick up those alerts.
forklift seatbelt compliance,1,1,MEDIUM,False,False,mixed,forklift seatbelt compliance,"Alden Carver: like seatbelt compliance. I know that was a difficult one for them to be able to do, so we kind of just put it in a side bucket until a later time. | Shawn Abbott: like seat belts, driving with obstructive views, those are a few that are super prominent use cases we hear from customers"
